match_id,home_team,away_team,st_home,goals_home,corners_home,st_away,goals_away,corners_away,st_avg,corners_avg,goals_avg,st_kpp,corner_kpp,goals_kpp,which_team,st_kpp_home,st_kpp_away,goals_kpp_home,goals_kpp_away,corner_kpp_home,corner_kpp_away,modified_result,final_result,home_kpp_score,away_kpp_score,normalized_home_kpp_score,normalized_away_kpp_score
231,Everton,Liverpool,0.142857143,0.5,0.333333333,0.857142857,0.5,0.666666667,0.857142857,0.666666667,0.5,0.711111111,0.424603175,1,Liverpool,0.680555556,0.711111111,0.333333333,1,0.621082621,0.424603175,0,0,1.63497151,2.135714286,0.433600569884238,0.566399430115762
232,Leicester,Crystal Palace,0.714285714,0,0.571428571,0.285714286,1,0.428571429,0.285714286,0.428571429,1,0.561111111,0.613492064,0.422222222,Crystal Palace,0.472222222,0.561111111,0.416666667,0.422222222,0.491341991,0.613492064,0,-1,1.38023088,1.596825397,0.463622703629529,0.536377296370471
233,Man City,Hull,0.625,0.5,0.928571429,0.375,0.5,0.071428571,0.375,0.071428571,0.5,0.44957265,0.474025974,0,Hull,0.53968254,0.44957265,0.333333333,0,0.778137652,0.474025974,0,0,1.651153525,0.923598624,0.641286395524046,0.358713604475955
234,QPR,Southampton,0.375,0,0.428571429,0.625,1,0.571428571,0.625,0.571428571,1,0.785714286,0.541666667,0.555555556,Southampton,0.478354978,0.785714286,0.194444444,0.555555556,0.5,0.541666667,0,-1,1.172799422,1.882936509,0.383802608760174,0.616197391239826
235,Swansea,Sunderland,0.875,0.5,0.875,0.125,0.5,0.125,0.125,0.125,0.5,0.320634921,0.555555556,0.444444444,Sunderland,0.172619048,0.320634921,0.5,0.444444444,0.259259259,0.555555556,0,0,0.931878307,1.320634921,0.413706030853107,0.586293969146893
236,Tottenham,Arsenal,0.727272727,0.666666667,0.769230769,0.272727273,0.333333333,0.230769231,0.727272727,0.769230769,0.666666667,0.527777778,0.477777778,0.666666667,Tottenham,0.527777778,0.65952381,0.666666667,1,0.477777778,0.519298246,1,1,1.672222223,2.178822056,0.434225654614967,0.565774345385033
237,Burnley,West Brom,0.5,0.5,0.454545455,0.5,0.5,0.545454546,0.5,0.545454546,0.5,0.366666667,0.497354497,0.5,West Brom,0.523809524,0.366666667,0.355555556,0.5,0.458333333,0.497354497,0,0,1.337698413,1.364021164,0.495128519032085,0.504871480967915
238,Newcastle,Stoke,0.5,0.5,0.384615385,0.5,0.5,0.615384615,0.5,0.384615385,0.5,0.461538462,0.621212121,0.444444444,Newcastle,0.461538462,0.392857143,0.444444444,0.583333333,0.621212121,0.309848485,0,0,1.527195027,1.286038961,0.542861003924427,0.457138996075573
239,West Ham,Man United,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50462963,0.500841751,0.5,West Ham,0.50462963,0.48989899,0.5,0.583333333,0.500841751,0.482142857,0,0,1.505471381,1.55537518,0.491848039748896,0.508151960251104
240,Arsenal,Leicester,0.636363636,0.666666667,0.5,0.363636364,0.333333333,0.5,0.363636364,0.5,0.333333333,0.46031746,0.515151515,0.083333333,Leicester,0.5004329,0.46031746,0.777777778,0.083333333,0.296221323,0.515151515,1,1,1.574432001,1.058802308,0.597908053840415,0.402091946159585
241,Hull,Aston Villa,0.5,1,0.3,0.5,0,0.7,0.5,0.7,0,0.27037037,0.547619048,0.111111111,Aston Villa,0.441239316,0.27037037,0.166666667,0.111111111,0.402597403,0.547619048,1,1,1.010503386,0.929100529,0.520984402116965,0.479015597883035
242,Liverpool,Tottenham,0.583333333,0.6,0.416666667,0.416666667,0.4,0.583333333,0.583333333,0.416666667,0.6,0.73015873,0.48015873,0.833333333,Liverpool,0.73015873,0.631313131,0.833333333,0.777777778,0.48015873,0.534188034,1,1,2.043650793,1.943278943,0.51258761210333,0.48741238789667
243,Sunderland,QPR,0.555555556,0,0.666666667,0.444444444,1,0.333333333,0.555555556,0.666666667,0,0.295634921,0.430555556,0.611111111,Sunderland,0.295634921,0.436688312,0.611111111,0.083333333,0.430555556,0.517857143,0,-1,1.337301588,1.037878788,0.563031591837301,0.436968408162699
244,Chelsea,Everton,0.636363636,1,0.833333333,0.363636364,0,0.166666667,0.363636364,0.166666667,0,0.688888889,0.446479447,0.666666667,Everton,0.706349206,0.688888889,0.722222222,0.666666667,0.455555556,0.446479447,1,1,1.884126984,1.802035003,0.511135156470268,0.488864843529732
245,Crystal Palace,Newcastle,0.75,0.5,0.714285714,0.25,0.5,0.285714286,0.75,0.714285714,0.5,0.461904762,0.623015873,0.533333333,Crystal Palace,0.461904762,0.461538462,0.533333333,0.611111111,0.623015873,0.628205128,0,0,1.618253968,1.700854701,0.487556789903946,0.512443210096054
246,Man United,Burnley,0.7,0.75,0.384615385,0.3,0.25,0.615384615,0.7,0.384615385,0.75,0.656565657,0.523809524,0.75,Man United,0.656565657,0.523809524,0.75,0.3,0.523809524,0.401515152,1,1,1.930375181,1.225324676,0.611710640578832,0.388289359421168
247,Southampton,West Ham,0.875,0.5,0.8,0.125,0.5,0.2,0.875,0.8,0.5,0.660714286,0.523809524,0.555555556,Southampton,0.660714286,0.462962963,0.555555556,0.5,0.523809524,0.482323232,0,0,1.740079366,1.445286195,0.546273051766695,0.453726948233305
248,Stoke,Man City,0.384615385,0.2,0.6,0.615384615,0.8,0.4,0.384615385,0.6,0.2,0.476190476,0.481643357,0.75,Stoke,0.476190476,0.636904762,0.75,0.333333333,0.481643357,0.856892231,0,-1,1.707833833,1.827130326,0.483126208974952,0.516873791025048
249,West Brom,Swansea,0.571428571,1,0.555555556,0.428571429,0,0.444444444,0.428571429,0.444444444,0,0.339285714,0.402777778,0.5,Swansea,0.333333333,0.339285714,0.333333333,0.5,0.441077441,0.402777778,1,1,1.107744107,1.242063492,0.471419067446807,0.528580932553193
250,Aston Villa,Stoke,0.25,0.333333333,0.785714286,0.75,0.666666667,0.214285714,0.75,0.214285714,0.666666667,0.437728938,0.530128205,0.483333333,Stoke,0.288888889,0.437728938,0.111111111,0.483333333,0.566666667,0.530128205,0,-1,0.966666667,1.451190476,0.399803052797648,0.600196947202352
251,Chelsea,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.457142857,0.467754468,0.25,Burnley,0.585137085,0.457142857,0.722222222,0.25,0.511111111,0.467754468,0,0,1.818470418,1.174897325,0.607499837683659,0.392500162316341
252,Crystal Palace,Arsenal,0.428571429,0.333333333,0.909090909,0.571428571,0.666666667,0.090909091,0.571428571,0.090909091,0.666666667,0.56969697,0.41025641,0.666666667,Arsenal,0.545238095,0.56969697,0.5,0.666666667,0.666666667,0.41025641,0,-1,1.711904762,1.646620047,0.509719254540722,0.490280745459278
253,Hull,QPR,0.666666667,0.666666667,0.416666667,0.333333333,0.333333333,0.583333333,0.666666667,0.416666667,0.666666667,0.496794872,0.290476191,0.5,Hull,0.496794872,0.463624339,0.5,0.416666667,0.290476191,0.462301587,1,1,1.287271063,1.342592593,0.489482053589777,0.510517946410223
254,Man City,Newcastle,0.9,1,0.7,0.1,0,0.3,0.9,0.7,1,0.651556777,0.70952381,0.6,Man City,0.651556777,0.378205128,0.6,0.666666667,0.70952381,0.39010989,1,1,1.961080587,1.434981685,0.57745719304643,0.42254280695357
255,Sunderland,West Brom,0.666666667,0.5,0.846153846,0.333333333,0.5,0.153846154,0.666666667,0.846153846,0.5,0.369708995,0.486111111,0.5,Sunderland,0.369708995,0.523809524,0.5,0.5,0.486111111,0.589225589,0,0,1.355820106,1.613035113,0.456681113084619,0.543318886915381
256,Swansea,Man United,0.666666667,0.666666667,0.285714286,0.333333333,0.333333333,0.714285714,0.333333333,0.714285714,0.333333333,0.677777778,0.485347985,0.666666667,Man United,0.482142857,0.677777778,0.5,0.666666667,0.439814815,0.485347985,1,1,1.421957672,1.82979243,0.437289959989675,0.562710040010326
257,Everton,Leicester,0.428571429,0.5,0.363636364,0.571428571,0.5,0.636363636,0.428571429,0.363636364,0.5,0.514285714,0.455026455,0.666666667,Everton,0.514285714,0.414862915,0.666666667,0.194444444,0.455026455,0.5,0,0,1.635978836,1.109307359,0.595922872806345,0.404077127193655
258,Southampton,Liverpool,0.555555556,0,0.857142857,0.444444444,1,0.142857143,0.555555556,0.857142857,0,0.785714286,0.790476191,0.5,Southampton,0.785714286,0.739417989,0.5,0.7,0.790476191,0.5,0,-1,2.076190477,1.939417989,0.517030107536385,0.482969892463615
259,Tottenham,West Ham,0.615384615,0.5,0.4375,0.384615385,0.5,0.5625,0.384615385,0.5625,0.5,0.282407407,0.427777778,0.333333333,West Ham,0.547979798,0.282407407,0.688888889,0.333333333,0.561965812,0.427777778,0,0,1.798834499,1.043518518,0.632868080861611,0.367131919138389
260,Burnley,Swansea,0.75,0,0.6,0.25,1,0.4,0.75,0.6,0,0.433333333,0.523310023,0.416666667,Burnley,0.433333333,0.656746032,0.416666667,0.388888889,0.523310023,0.53505291,0,-1,1.373310023,1.580687831,0.464898788311713,0.535101211688287
261,Man United,Sunderland,0.769230769,1,0.928571429,0.230769231,0,0.071428571,0.769230769,0.928571429,1,0.511111111,0.532967033,0.527777778,Man United,0.511111111,0.449074074,0.527777778,0.333333333,0.532967033,0.545940171,1,1,1.571855922,1.328347578,0.54198125131564,0.45801874868436
262,Newcastle,Aston Villa,0.625,1,0.642857143,0.375,0,0.357142857,0.375,0.357142857,0,0.305555556,0.661904762,0.222222222,Aston Villa,0.283333333,0.305555556,0.333333333,0.222222222,0.323443223,0.661904762,1,1,0.940109889,1.18968254,0.441409160911239,0.558590839088761
263,Stoke,Hull,1,1,0.714285714,0,0,0.285714286,0,0.285714286,0,0.513888889,0.262698413,0.722222222,Hull,0.544871795,0.513888889,0.455555556,0.722222222,0.476556777,0.262698413,1,1,1.476984128,1.498809524,0.496332844519422,0.503667155480578
264,West Brom,Southampton,0.6,1,0.4,0.4,0,0.6,0.6,0.4,1,0.468253968,0.418285418,0.666666667,West Brom,0.468253968,0.685185185,0.666666667,0.5,0.418285418,0.742857143,1,1,1.553206053,1.928042328,0.446163526129623,0.553836473870377
265,West Ham,Crystal Palace,0.5,0.25,0.611111111,0.5,0.75,0.388888889,0.5,0.611111111,0.25,0.336538462,0.420833333,0.5,West Ham,0.336538462,0.488095238,0.5,0.611111111,0.420833333,0.683982684,0,-1,1.257371795,1.783189033,0.41353285335425,0.58646714664575
266,Arsenal,Everton,0.666666667,1,0.470588235,0.333333333,0,0.529411765,0.333333333,0.529411765,0,0.302164502,0.214285714,0.5,Everton,0.493506494,0.302164502,0.555555556,0.5,0.273892774,0.214285714,1,1,1.322954824,1.016450216,0.565509093713844,0.434490906286156
267,Liverpool,Man City,0.833333333,0.666666667,1,0.166666667,0.333333333,0,0.833333333,1,0.666666667,0.628306878,0.408730159,0.7,Liverpool,0.628306878,0.713461539,0.7,0.766666667,0.408730159,0.676190476,1,1,1.737037037,2.156318682,0.446154207929954,0.553845792070046
268,Aston Villa,West Brom,0.888888889,0.666666667,0,0.111111111,0.333333333,1,0.888888889,0,0.666666667,0.375,0.614285714,0.111111111,Aston Villa,0.375,0.501587302,0.111111111,0.833333333,0.614285714,0.36980057,1,1,1.100396825,1.704721205,0.392281826729409,0.607718173270591
269,Hull,Sunderland,0.625,0.5,0.6,0.375,0.5,0.4,0.625,0.6,0.5,0.388888889,0.334126984,0.555555556,Hull,0.388888889,0.484330484,0.555555556,0.166666667,0.334126984,0.528083028,0,0,1.278571429,1.179080179,0.520241121580484,0.479758878419516
270,Southampton,Crystal Palace,0.5,1,0.833333333,0.5,0,0.166666667,0.5,0.833333333,1,0.610185185,0.752380952,0.166666667,Southampton,0.610185185,0.55952381,0.166666667,0.527777778,0.752380952,0.670755171,1,1,1.529232804,1.758056759,0.465195649696406,0.534804350303594
271,Liverpool,Burnley,0.888888889,1,0.545454546,0.111111111,0,0.454545455,0.111111111,0.454545455,0,0.516666667,0.571794872,0.25,Burnley,0.62037037,0.516666667,0.755555556,0.25,0.51984127,0.571794872,1,1,1.895767196,1.338461539,0.586157427730602,0.413842572269398
272,Man City,Leicester,0.818181818,1,0.769230769,0.181818182,0,0.230769231,0.818181818,0.769230769,1,0.560683761,0.366666667,0.711111111,Man City,0.560683761,0.54978355,0.711111111,0.277777778,0.366666667,0.569264069,1,1,1.638461539,1.396825397,0.539804497415726,0.460195502584274
273,Newcastle,Man United,0.285714286,0,0.8,0.714285714,1,0.2,0.285714286,0.8,0,0.325,0.40952381,0.5,Newcastle,0.325,0.600854701,0.5,0.694444444,0.40952381,0.675824176,0,-1,1.23452381,1.971123321,0.385109077684071,0.614890922315928
274,QPR,Arsenal,0.25,0.333333333,0.142857143,0.75,0.666666667,0.857142857,0.25,0.142857143,0.333333333,0.384259259,0.448412698,0.444444444,QPR,0.384259259,0.624819625,0.444444444,0.777777778,0.448412698,0.353832442,0,-1,1.277116401,1.756429845,0.420997834690667,0.579002165309333
275,Stoke,Everton,0.375,1,0.454545455,0.625,0,0.545454546,0.375,0.454545455,1,0.711538462,0.50952381,0.622222222,Stoke,0.711538462,0.311688312,0.622222222,0.333333333,0.50952381,0.287878788,1,1,1.843284494,0.932900433,0.663963151760171,0.336036848239829
276,Tottenham,Swansea,0.583333333,0.6,0.6,0.416666667,0.4,0.4,0.583333333,0.6,0.6,0.586441337,0.596688034,0.522222222,Tottenham,0.586441337,0.448412698,0.522222222,0.555555556,0.596688034,0.376719577,1,1,1.705351593,1.380687831,0.552602011412282,0.447397988587718
277,West Ham,Chelsea,0.625,0,0.555555556,0.375,1,0.444444444,0.625,0.555555556,0,0.336538462,0.45787037,0.416666667,West Ham,0.336538462,0.656565657,0.416666667,0.722222222,0.45787037,0.611111111,0,-1,1.211075499,1.98989899,0.378345876595332,0.621654123404668
278,QPR,Tottenham,0.5,0.333333333,0.375,0.5,0.666666667,0.625,0.5,0.375,0.333333333,0.342592593,0.353174603,0.555555556,QPR,0.342592593,0.538461539,0.555555556,0.5,0.353174603,0.540277778,0,-1,1.251322752,1.578739317,0.442153819065231,0.557846180934769
279,Arsenal,West Ham,0.9,1,0.583333333,0.1,0,0.416666667,0.9,0.583333333,1,0.662698413,0.472880061,0.777777778,Arsenal,0.662698413,0.503205128,0.777777778,0.25,0.472880061,0.576388889,1,1,1.913356252,1.329594017,0.590004808365441,0.409995191634559
280,Burnley,Man City,0.444444444,1,0.25,0.555555556,0,0.75,0.444444444,0.25,1,0.453703704,0.518181818,0.166666667,Burnley,0.453703704,0.628282828,0.166666667,0.777777778,0.518181818,0.48974359,1,1,1.138552189,1.895804196,0.375220325017953,0.624779674982047
281,Crystal Palace,QPR,0.5,0.75,0.666666667,0.5,0.25,0.333333333,0.5,0.666666667,0.75,0.476190476,0.488215488,0.361111111,Crystal Palace,0.476190476,0.361111111,0.361111111,0.333333333,0.488215488,0.367063492,1,1,1.325517075,1.061507936,0.555300874055232,0.444699125944768
282,Leicester,Hull,0.375,0.5,0.583333333,0.625,0.5,0.416666667,0.625,0.416666667,0.5,0.430555556,0.434126984,0.388888889,Hull,0.372294372,0.430555556,0.277777778,0.388888889,0.455710956,0.434126984,0,0,1.105783106,1.253571429,0.468680348627639,0.531319651372361
283,Sunderland,Aston Villa,0.2,0,0.285714286,0.8,1,0.714285714,0.8,0.714285714,1,0.50462963,0.380952381,0.333333333,Aston Villa,0.424145299,0.50462963,0.333333333,0.333333333,0.439194139,0.380952381,0,-1,1.196672771,1.218915344,0.495396033607327,0.504603966392673
284,West Brom,Stoke,0.714285714,1,0.583333333,0.285714286,0,0.416666667,0.285714286,0.416666667,0,0.708333333,0.461038961,0.888888889,Stoke,0.348148148,0.708333333,0.611111111,0.888888889,0.517948718,0.461038961,1,1,1.477207977,2.058261183,0.417825162700613,0.582174837299387
285,Chelsea,Southampton,0.583333333,0.5,0.818181818,0.416666667,0.5,0.181818182,0.416666667,0.181818182,0.5,0.485185185,0.763492064,0.333333333,Southampton,0.503787879,0.485185185,0.833333333,0.333333333,0.592592593,0.763492064,0,0,1.929713805,1.582010582,0.549506052395108,0.450493947604892
286,Everton,Newcastle,0.692307692,1,0.428571429,0.307692308,0,0.571428571,0.307692308,0.571428571,0,0.336904762,0.580952381,0.333333333,Newcastle,0.375180375,0.336904762,0.166666667,0.333333333,0.353238265,0.580952381,1,1,0.895085307,1.251190476,0.417041143589141,0.582958856410859
287,Man United,Tottenham,0.75,1,0.666666667,0.25,0,0.333333333,0.25,0.333333333,0,0.566239316,0.554166667,0.588888889,Tottenham,0.605616606,0.566239316,0.777777778,0.588888889,0.614285714,0.554166667,1,1,1.997680098,1.709294872,0.538897649476171,0.461102350523829
288,Swansea,Liverpool,0.375,0,0.444444444,0.625,1,0.555555556,0.375,0.444444444,0,0.444444445,0.361904762,0.688888889,Swansea,0.444444445,0.722222222,0.688888889,0.888888889,0.361904762,0.562770563,0,-1,1.495238096,2.173881674,0.407519565925753,0.592480434074247
289,Aston Villa,Swansea,0.333333333,0,0.307692308,0.666666667,1,0.692307692,0.333333333,0.307692308,0,0.687962963,0.357142857,0.555555556,Aston Villa,0.687962963,0.347222222,0.555555556,0.466666667,0.357142857,0.414814815,0,-1,1.600661376,1.228703704,0.56573165029661,0.43426834970339
290,Man City,West Brom,1,1,0.818181818,0,0,0.181818182,0,0.181818182,0,0.475132275,0.661111111,0.777777778,West Brom,0.513468014,0.475132275,0.444444444,0.777777778,0.506410256,0.661111111,1,1,1.464322714,1.914021164,0.43344394972216,0.56655605027784
291,Newcastle,Arsenal,0.571428571,0.333333333,0.692307692,0.428571429,0.666666667,0.307692308,0.571428571,0.692307692,0.333333333,0.406135531,0.671428571,0.333333333,Newcastle,0.406135531,0.772222222,0.333333333,0.888888889,0.671428571,0.637021475,0,-1,1.410897435,2.298132586,0.380395258871376,0.619604741128624
292,Southampton,Burnley,0.5,1,0.666666667,0.5,0,0.333333333,0.5,0.333333333,0,0.435185185,0.434848485,0.333333333,Burnley,0.438888889,0.435185185,0.5,0.333333333,0.538383838,0.434848485,1,1,1.477272727,1.203367003,0.551089618820206,0.448910381179794
293,Stoke,Crystal Palace,0.571428571,0.333333333,0.666666667,0.428571429,0.666666667,0.333333333,0.428571429,0.333333333,0.666666667,0.5,0.407407407,0.5,Crystal Palace,0.553571429,0.5,0.666666667,0.5,0.528499279,0.407407407,0,-1,1.748737375,1.407407407,0.554073876766785,0.445926123233215
294,Tottenham,Leicester,0.444444444,0.571428571,0.5,0.555555556,0.428571429,0.5,0.444444444,0.5,0.571428571,0.444444444,0.519444444,0.422222222,Tottenham,0.444444444,0.376082251,0.422222222,0.333333333,0.519444444,0.483488734,1,1,1.38611111,1.192904318,0.537457471153988,0.462542528846012
295,West Ham,Sunderland,0.571428571,1,0.6,0.428571429,0,0.4,0.571428571,0.6,1,0.408333333,0.527777778,0.083333333,West Ham,0.408333333,0.268589744,0.083333333,0.166666667,0.527777778,0.252380952,1,1,1.019444444,0.687637363,0.597185465757822,0.402814534242178
296,Hull,Chelsea,0.727272727,0.4,0.5,0.272727273,0.6,0.5,0.727272727,0.5,0.4,0.416666667,0.434126984,0.333333333,Hull,0.416666667,0.486111111,0.333333333,0.666666667,0.434126984,0.587542088,0,-1,1.184126984,1.740319866,0.404906310401914,0.595093689598086
297,Liverpool,Man United,0.2,0.333333333,0.4,0.8,0.666666667,0.6,0.8,0.6,0.666666667,0.744505495,0.598412698,1,Man United,0.782407407,0.744505495,0.888888889,1,0.7003367,0.598412698,0,-1,2.371632996,2.342918193,0.50304533791753,0.49695466208247
298,QPR,Everton,0.25,0.333333333,0.25,0.75,0.666666667,0.75,0.25,0.25,0.333333333,0.416666667,0.283730159,0.305555556,QPR,0.416666667,0.462301587,0.305555556,0.166666667,0.283730159,0.479500891,0,-1,1.005952382,1.108469145,0.475757728132513,0.524242271867486
299,Arsenal,Liverpool,0.833333333,0.8,0.545454546,0.166666667,0.2,0.454545455,0.833333333,0.545454546,0.8,0.692857143,0.582722833,0.777777778,Arsenal,0.692857143,0.571296296,0.777777778,0.777777778,0.582722833,0.5003367,1,1,2.053357754,1.849410774,0.52612850064471,0.47387149935529
300,Chelsea,Stoke,0.833333333,0.666666667,1,0.166666667,0.333333333,0,0.833333333,1,0.666666667,0.410353535,0.587542088,0.7,Chelsea,0.410353535,0.410714286,0.7,0.444444444,0.587542088,0.512626263,1,1,1.697895623,1.367784993,0.553839696848577,0.446160303151423
301,Everton,Southampton,0.333333333,1,0.285714286,0.666666667,0,0.714285714,0.666666667,0.714285714,0,0.472222222,0.560606061,0.833333333,Southampton,0.550213675,0.472222222,0.333333333,0.833333333,0.501145913,0.560606061,1,1,1.384692921,1.866161616,0.425947364066878,0.574052635933122
302,Leicester,West Ham,0.5,0.666666667,0.538461539,0.5,0.333333333,0.461538462,0.5,0.538461539,0.666666667,0.370791246,0.438034188,0.30952381,Leicester,0.370791246,0.432142857,0.30952381,0.333333333,0.438034188,0.524074074,1,1,1.118349244,1.289550264,0.464450131861566,0.535549868138434
303,Man United,Aston Villa,0.777777778,0.75,0.833333333,0.222222222,0.25,0.166666667,0.777777778,0.833333333,0.75,0.754761905,0.488888889,0.888888889,Man United,0.754761905,0.674074074,0.888888889,0.555555556,0.488888889,0.340659341,1,1,2.132539683,1.570288971,0.57592178366026,0.42407821633974
